unique_sample,response_type,threshold,ctmax_1h,ctmax_1m,z_1h,z_1m,r_squared_1h,r_squared_1m,valid_fit,issues
1,fvfm_io,T90,44.249241645846205,54.00638605060442,-5.487240977196437,-5.487240977196437,0.9964199418520356,0.9964199418520359,TRUE,NA
2,fvfm_io,T90,45.947801547953404,54.37903895493892,-4.7415749392333435,-4.741574939233345,0.9948785358394402,0.9948785358394402,TRUE,NA
3,fvfm_io,T90,44.3654784667017,52.41348900662904,-4.526055102562812,-4.526055102562813,0.9827416782962175,0.9827416782962175,TRUE,NA
4,fvfm_io,T90,49.4978024399795,65.94828538639737,-9.251453127437056,-9.251453127437056,0.9686867713856401,0.9686867713856401,TRUE,NA
5,fvfm_io,T90,47.3269493874167,50.02165915948257,-1.5154558823297348,-1.515455882329735,0.9486177189627947,0.9486177189627947,TRUE,NA
6,fvfm_io,T90,44.45169912018561,56.03942251245692,-6.516725385296221,-6.5167253852962235,0.9932019932966691,0.9932019932966691,TRUE,NA
7,fvfm_io,T90,43.19303291226751,53.711763594387016,-5.91554328117478,-5.915543281174781,0.9926841179049894,0.9926841179049894,TRUE,NA
8,fvfm_io,T90,50.24453024056403,58.750113698464126,-4.783385809314576,-4.783385809314576,0.9851761326337994,0.9851761326337994,TRUE,NA
9,fvfm_io,T90,49.307743137238496,61.067546767498136,-6.613500188874487,-6.613500188874489,0.9742279593478191,0.9742279593478189,TRUE,NA
10,fvfm_io,T90,52.593462402871694,72.68896189680405,-11.30134429767808,-11.301344297678082,0.9742476728380479,0.9742476728380479,TRUE,NA
11,fvfm_io,T90,50.944138642324305,62.156999980554644,-6.305909767693337,-6.305909767693338,0.9884389250714867,0.9884389250714867,TRUE,NA
12,fvfm_io,T90,55.388535012618306,71.48667759967319,-9.053303302281867,-9.053303302281869,0.982665744399791,0.982665744399791,TRUE,NA
13,fvfm_io,T90,52.29441701710764,59.72931755230187,-4.181253160320373,-4.181253160320373,0.9793842736537726,0.9793842736537727,TRUE,NA
14,fvfm_io,T90,53.59600241045575,68.61973962706382,-8.449077216219171,-8.449077216219173,0.9800786169532126,0.9800786169532126,TRUE,NA
15,fvfm_io,T90,49.8476567544413,64.95573527686872,-8.496509236302474,-8.496509236302476,0.9243032014162538,0.924303201416254,TRUE,NA
16,fvfm_io,T90,57.36096142120116,66.87852403153055,-5.352504523040955,-5.352504523040956,0.9344002459215349,0.9344002459215351,TRUE,NA
17,fvfm_io,T90,47.03690187630573,51.27679080610549,-2.3844366045267407,-2.384436604526741,0.9976586446373293,0.9976586446373293,TRUE,NA
18,fvfm_io,T90,43.94399796590579,60.957372976465024,-9.568013411057427,-9.568013411057429,0.9735284334886704,0.9735284334886704,TRUE,NA
19,fvfm_io,T90,43.66769234267584,61.225580507922224,-9.874237729472217,-9.874237729472219,0.9833712753935137,0.9833712753935137,TRUE,NA
20,fvfm_io,T90,49.297802352956005,62.17055452741735,-7.239402256520074,-7.239402256520077,0.9808134118156181,0.980813411815618,TRUE,NA
21,fvfm_io,T90,58.120284934445564,64.14223419471304,-3.386635000238713,-3.386635000238714,0.5806112545316348,0.5806112545316351,TRUE,NA
22,fvfm_io,T90,NA,NA,NA,NA,0.005933603099300973,0.005933603099300962,FALSE,Poor fit (R² = 0.006); CTmax out of range (130.0°C); z out of range (129.3)
23,fvfm_io,T90,58.91502059096805,74.08306869730173,-8.530235042188403,-8.530235042188403,0.13918692397948695,0.13918692397948693,TRUE,NA
24,fvfm_io,T90,NA,NA,NA,NA,NA,NA,FALSE,Insufficient data points
25,fvfm_io,T90,NA,NA,NA,NA,0.3593638752725986,0.35936387527259867,FALSE,z out of range (5.8)
26,fvfm_io,T90,58.11759175586766,79.85399178442606,-12.224156985446925,-12.224156985446925,0.17351920836151064,0.1735192083615106,TRUE,NA
27,fvfm_io,T90,60.66113245261101,67.88397635402652,-4.061996357091197,-4.061996357091197,0.3986051115431133,0.39860511154311357,TRUE,NA
28,fvfm_io,T90,NA,NA,NA,NA,NA,NA,FALSE,Insufficient data points
29,fvfm_io,T90,51.708263947481214,62.52155741669603,-6.0812000480171715,-6.081200048017172,0.985414339138724,0.985414339138724,TRUE,NA
30,fvfm_io,T90,53.80403988342331,65.98125862210536,-6.848246872168362,-6.848246872168366,0.9845255261649902,0.9845255261649902,TRUE,NA
31,fvfm_io,T90,51.26089394843739,63.10643927386604,-6.661719762519028,-6.66171976251903,0.9903042297998571,0.9903042297998571,TRUE,NA
32,fvfm_io,T90,NA,NA,NA,NA,0.024751691232054812,0.024751691232054833,FALSE,Poor fit (R² = 0.025)
33,fvfm_io,T90,44.84035260372324,52.0613790400924,-4.06097424772566,-4.060974247725661,0.9770084007955102,0.9770084007955102,TRUE,NA
34,fvfm_io,T90,44.69143547891188,54.39195725250103,-5.45539743680197,-5.455397436801971,0.9823429915707825,0.9823429915707825,TRUE,NA
35,fvfm_io,T90,44.42302119602245,53.526284801679935,-5.119510279957016,-5.119510279957017,0.9839319263228136,0.9839319263228136,TRUE,NA
36,fvfm_io,T90,48.80000476806836,67.98917929691656,-10.791643581898919,-10.79164358189892,0.9652446302885873,0.9652446302885873,TRUE,NA
37,fvfm_io,T90,50.06851256791058,58.42363578100919,-4.6987696976260915,-4.698769697626093,0.9819516377458969,0.9819516377458968,TRUE,NA
38,fvfm_io,T90,52.10695535097075,68.80005521624423,-9.387896480500117,-9.387896480500117,0.9939614551036525,0.9939614551036525,TRUE,NA
39,fvfm_io,T90,51.04974831309254,64.48905836756181,-7.55802412847033,-7.558024128470332,0.9822256970722902,0.9822256970722902,TRUE,NA
40,fvfm_io,T90,57.99785866754711,72.09499348805542,-7.927972841155542,-7.927972841155544,0.2760586963895927,0.2760586963895929,TRUE,NA
41,fvfm_io,T90,49.903568292603545,57.39334377674258,-4.2121138359422945,-4.2121138359422945,0.9892355153400044,0.9892355153400044,TRUE,NA
42,fvfm_io,T90,50.926274720532575,71.27212745208709,-11.442138416045763,-11.44213841604577,0.9800720745128318,0.9800720745128318,TRUE,NA
43,fvfm_io,T90,51.16862017370409,62.51943374267373,-6.38349159922175,-6.383491599221751,0.9807933561156041,0.9807933561156041,TRUE,NA
44,fvfm_io,T90,53.5874626325412,84.87570307836761,-17.595938725165155,-17.595938725165155,0.9825289604033207,0.9825289604033207,TRUE,NA
45,fvfm_io,T90,50.20550531707002,60.55291642557324,-5.81919626143767,-5.819196261437671,0.9700545975581815,0.9700545975581814,TRUE,NA
46,fvfm_io,T90,53.69493779275539,66.44766405555566,-7.171901861581689,-7.1719018615816905,0.9883779203057601,0.9883779203057602,TRUE,NA
47,fvfm_io,T90,49.98385328996547,67.60665399300365,-9.910743362937199,-9.9107433629372,0.9767527523000903,0.9767527523000903,TRUE,NA
48,fvfm_io,T90,61.42854487060973,75.59684114273607,-7.967992750374561,-7.967992750374563,0.8623077260602998,0.8623077260602998,TRUE,NA
49,fvfm_io,T90,51.88678480944327,60.38750388051382,-4.780650166422273,-4.780650166422275,0.9853520235147358,0.985352023514736,TRUE,NA
50,fvfm_io,T90,52.87440982535509,67.38138595388679,-8.158460156525916,-8.158460156525917,0.9831556660931224,0.9831556660931224,TRUE,NA
51,fvfm_io,T90,51.00556251450179,64.01480069807202,-7.316159511607029,-7.31615951160703,0.9892010773745445,0.9892010773745445,TRUE,NA
52,fvfm_io,T90,54.98434651544349,79.95646500922052,-14.043866340610336,-14.043866340610336,0.9609844609739292,0.9609844609739292,TRUE,NA
53,fvfm_io,T90,NA,NA,NA,NA,0.026752468952154048,0.02675246895215408,FALSE,Poor fit (R² = 0.027)
54,fvfm_io,T90,NA,NA,NA,NA,0.002954602502808396,0.0029546025028084036,FALSE,Poor fit (R² = 0.003); CTmax out of range (128.6°C); z out of range (126.6)
55,fvfm_io,T90,NA,NA,NA,NA,0.34218515392443,0.3421851539244301,FALSE,z out of range (12.2)
56,fvfm_io,T90,NA,NA,NA,NA,0.06766965375047901,0.06766965375047898,FALSE,Poor fit (R² = 0.068)
57,fvfm_io,T90,51.05345502489485,55.343114620736245,-2.412426724057296,-2.4124267240572963,0.979901405820013,0.979901405820013,TRUE,NA
58,fvfm_io,T90,53.11405835993092,63.82809374514336,-6.025379102537443,-6.025379102537444,0.9701672002657349,0.9701672002657349,TRUE,NA
59,fvfm_io,T90,48.40156488374334,67.25455853595696,-10.602581556628552,-10.602581556628557,0.9395342323015674,0.9395342323015674,TRUE,NA
60,fvfm_io,T90,56.901330247918935,68.47854330047397,-6.510814560941993,-6.510814560941996,0.9353782805535558,0.9353782805535557,TRUE,NA
61,fvfm_io,T90,49.903320830174266,56.139086898245814,-3.5068816934027147,-3.506881693402715,0.9243759777150361,0.9243759777150363,TRUE,NA
62,fvfm_io,T90,51.92368119269566,69.05779534649656,-9.635914914495682,-9.635914914495684,0.9740059971193185,0.9740059971193185,TRUE,NA
63,fvfm_io,T90,51.292144895655014,63.71545860558109,-6.986646218788019,-6.986646218788022,0.9873548753112986,0.9873548753112986,TRUE,NA
64,fvfm_io,T90,55.042095147199895,81.1155131595317,-14.663217207594878,-14.663217207594883,0.9545535421525787,0.9545535421525787,TRUE,NA
65,fvfm_io,T90,44.87868584214004,53.59475237203899,-4.901757669949856,-4.901757669949856,0.9887816576807521,0.9887816576807521,TRUE,NA
66,fvfm_io,T90,45.2306533156533,59.92263771559492,-8.262505451531055,-8.262505451531057,0.974785920868789,0.974785920868789,TRUE,NA
67,fvfm_io,T90,43.031618268009616,61.259061048580556,-10.25078309656633,-10.250783096566334,0.9551174633211312,0.9551174633211311,TRUE,NA
68,fvfm_io,T90,51.108681781850926,59.41463406419648,-4.671116858340086,-4.671116858340087,0.9803128768824702,0.9803128768824703,TRUE,NA
69,fvfm_io,T90,NA,NA,NA,NA,0.03547918122091395,0.03547918122091408,FALSE,Poor fit (R² = 0.035)
70,fvfm_io,T90,57.0226672606981,72.48166388969007,-8.69385921228952,-8.693859212289523,0.8020411749559936,0.8020411749559935,TRUE,NA
71,fvfm_io,T90,61.94292757514416,78.55476477012564,-9.342195829177864,-9.342195829177866,0.3437670588651619,0.34376705886516185,TRUE,NA
72,fvfm_io,T90,73.25217690113047,67.15592841427983,3.428419537165552,3.4284195371655537,0.7109798698136406,0.7109798698136406,TRUE,NA
73,fvfm_io,T90,49.87717281531515,57.58143901497616,-4.3327395225792955,-4.332739522579296,0.9694235807265558,0.9694235807265558,TRUE,NA
74,fvfm_io,T90,52.82581643760375,70.20265516102941,-9.772418808398063,-9.772418808398065,0.9972002246395226,0.9972002246395226,TRUE,NA
75,fvfm_io,T90,48.68362124372661,69.00438277154524,-11.428027578325707,-11.428027578325707,0.9355772156346404,0.9355772156346402,TRUE,NA
76,fvfm_io,T90,56.57320829576133,80.73898338065327,-13.590393437947464,-13.590393437947464,0.9763566556829578,0.976356655682958,TRUE,NA
77,fvfm_io,T90,56.35488656902056,67.58550050735406,-6.315893507883792,-6.315893507883794,0.9615841774193523,0.9615841774193523,TRUE,NA
78,fvfm_io,T90,NA,NA,NA,NA,0.030558103559801764,0.03055810355980179,FALSE,Poor fit (R² = 0.031); z out of range (-36.5)
79,fvfm_io,T90,59.975820977287675,73.70658806068924,-7.721934273273491,-7.721934273273491,0.47252512453761897,0.47252512453761886,TRUE,NA
80,fvfm_io,T90,NA,NA,NA,NA,NA,NA,FALSE,Insufficient data points
1,fvfm_io,T50,39.165729347362614,49.75342364076924,-5.954327164869853,-5.954327164869856,0.9933458432691262,0.9933458432691262,TRUE,NA
2,fvfm_io,T50,41.7238071730746,49.173882363116114,-4.1897871108738,-4.189787110873801,0.999024410146314,0.999024410146314,TRUE,NA
3,fvfm_io,T50,40.49932326406934,47.787488042075815,-4.09873163288782,-4.098731632887821,0.9935652304719362,0.9935652304719362,TRUE,NA
4,fvfm_io,T50,44.1435430176605,55.955673198146975,-6.642927691296196,-6.642927691296198,0.9876033479433795,0.9876033479433795,TRUE,NA
5,fvfm_io,T50,38.90803514561129,46.45329074995496,-4.2433148489003685,-4.243314848900369,0.9262958202967104,0.9262958202967104,TRUE,NA
6,fvfm_io,T50,40.852054183231196,50.59402997079933,-5.478710422111874,-5.4787104221118765,0.9934072712822822,0.9934072712822822,TRUE,NA
7,fvfm_io,T50,38.33052205323517,49.81638152362987,-6.459438963876992,-6.459438963876993,0.9633929407083065,0.9633929407083064,TRUE,NA
8,fvfm_io,T50,44.56168318963064,53.93854380691062,-5.273376275081712,-5.273376275081714,0.9996539482657565,0.9996539482657565,TRUE,NA
9,fvfm_io,T50,44.29952219579866,53.49666865976315,-5.172308296035091,-5.172308296035092,0.9942071310260565,0.9942071310260565,TRUE,NA
10,fvfm_io,T50,46.904287460599946,59.14128493264808,-6.8818653471733295,-6.881865347173331,0.9829340136357587,0.9829340136357587,TRUE,NA
11,fvfm_io,T50,44.973833100427996,54.255099737835096,-5.219615955281997,-5.219615955281998,0.996602934559196,0.996602934559196,TRUE,NA
12,fvfm_io,T50,48.750813430269744,59.73676619723838,-6.178300504300947,-6.178300504300949,0.9610642308310341,0.9610642308310341,TRUE,NA
13,fvfm_io,T50,44.62561978559106,53.30073449337894,-4.87872710823457,-4.878727108234571,0.999582381086696,0.999582381086696,TRUE,NA
14,fvfm_io,T50,46.714877181735375,57.60045422658556,-6.121851019423445,-6.1218510194234455,0.9933366469988738,0.9933366469988738,TRUE,NA
15,fvfm_io,T50,45.868817265243166,53.55286775609349,-4.321370574742983,-4.321370574742985,0.9599043512781882,0.9599043512781882,TRUE,NA
16,fvfm_io,T50,48.91951624687696,58.036299174327404,-5.127113301235458,-5.12711330123546,0.9971980410433826,0.9971980410433826,TRUE,NA
17,fvfm_io,T50,40.57478630079921,49.219397181048954,-4.861572309096105,-4.861572309096105,0.9670579484123715,0.9670579484123716,TRUE,NA
18,fvfm_io,T50,40.45004085577308,54.049394918312785,-7.648029974731103,-7.648029974731107,0.9731516018850827,0.9731516018850827,TRUE,NA
19,fvfm_io,T50,38.38547761098953,53.673970818141555,-8.597971181502958,-8.59797118150296,0.9841730751035619,0.9841730751035619,TRUE,NA
20,fvfm_io,T50,43.76032172147513,55.32152860305811,-6.501812980807227,-6.5018129808072285,0.9919129326184686,0.9919129326184686,TRUE,NA
21,fvfm_io,T50,48.625276139694336,55.89174270071945,-4.086528949355314,-4.086528949355315,0.9910810195860136,0.9910810195860136,TRUE,NA
22,fvfm_io,T50,51.27187090045358,69.63332485587134,-10.326148549768298,-10.326148549768298,0.40778901128649736,0.4077890112864972,TRUE,NA
23,fvfm_io,T50,51.75123260995741,57.369181442889676,-3.15943249018899,-3.1594324901889905,0.8980035397662112,0.8980035397662114,TRUE,NA
24,fvfm_io,T50,NA,NA,NA,NA,0.4868133235173365,0.4868133235173365,FALSE,z out of range (17.5)
25,fvfm_io,T50,51.00990376631374,55.054060931032275,-2.274360611250582,-2.274360611250582,0.9489374457800656,0.9489374457800656,TRUE,NA
26,fvfm_io,T50,52.5858243257818,59.69629043262782,-3.9987971244357916,-3.9987971244357925,0.7628318488544333,0.7628318488544333,TRUE,NA
27,fvfm_io,T50,51.418530161510894,55.770405983324025,-2.4474160006772165,-2.4474160006772174,0.9762368427076173,0.9762368427076173,TRUE,NA
28,fvfm_io,T50,NA,NA,NA,NA,0.3304795408026012,0.33047954080260117,FALSE,z out of range (18.5)
29,fvfm_io,T50,45.85596545909145,54.99789216080061,-5.141253703663709,-5.14125370366371,0.998713737892206,0.998713737892206,TRUE,NA
30,fvfm_io,T50,47.284171076401556,57.422202397654885,-5.7014448681269405,-5.7014448681269405,0.9984822149448991,0.9984822149448991,TRUE,NA
31,fvfm_io,T50,45.472374618768775,55.217875237934486,-5.480692723446937,-5.480692723446939,0.9983251693863555,0.9983251693863555,TRUE,NA
32,fvfm_io,T50,50.811763754860394,56.090430845180244,-2.9686265941555616,-2.968626594155562,0.9826763620691504,0.9826763620691504,TRUE,NA
33,fvfm_io,T50,38.572619226937476,50.45577135993001,-6.682869148745756,-6.682869148745756,0.9600130324397933,0.9600130324397932,TRUE,NA
34,fvfm_io,T50,41.31717364991117,48.98213408023346,-4.310634671076796,-4.310634671076798,0.9947239371480856,0.9947239371480856,TRUE,NA
35,fvfm_io,T50,40.16892632777605,48.591403719784935,-4.736648465754359,-4.736648465754361,0.9922061888236423,0.9922061888236422,TRUE,NA
36,fvfm_io,T50,43.84102952984453,57.56232109098803,-7.716605411481763,-7.716605411481765,0.9846069726876899,0.9846069726876899,TRUE,NA
37,fvfm_io,T50,44.18642553010012,52.9717477964206,-4.9407058395201275,-4.940705839520128,0.9989452942830156,0.9989452942830156,TRUE,NA
38,fvfm_io,T50,46.29969843138801,59.27508933570205,-7.297124415886746,-7.297124415886747,0.99428722603248465,0.99428722603248465,TRUE,NA
39,fvfm_io,T50,45.295063993075594,55.59491314586054,-5.792448280517586,-5.792448280517587,0.9965280380096062,0.9965280380096062,TRUE,NA
40,fvfm_io,T50,50.22840510241544,59.84729575144813,-5.40948957348672,-5.409489573486721,0.9816624896002152,0.9816624896002152,TRUE,NA
41,fvfm_io,T50,43.7502253667058,51.562915983136136,-4.393715447290954,-4.393715447290954,0.99877585936896085,0.99877585936896085,TRUE,NA
42,fvfm_io,T50,45.678748340208045,61.41908230393334,-8.852078224689405,-8.852078224689405,0.9746852840131331,0.9746852840131331,TRUE,NA
43,fvfm_io,T50,45.84127138764915,54.45288155763088,-4.843013308414424,-4.843013308414426,0.9938559035314031,0.9938559035314029,TRUE,NA
44,fvfm_io,T50,46.56611536811671,72.84980068651579,-14.781467725385157,-14.781467725385157,0.9075392104707091,0.9075392104707092,TRUE,NA
45,fvfm_io,T50,45.459087338868684,53.6599305719504,-4.61200543615868,-4.6120054361586815,0.9969135863238476,0.9969135863238476,TRUE,NA
46,fvfm_io,T50,47.15217033618286,57.67754765981708,-5.919281231764349,-5.919281231764351,0.9981759928415527,0.9981759928415527,TRUE,NA
47,fvfm_io,T50,44.92235282687722,57.72481633533614,-7.199873186095237,-7.19987318609524,0.9905250591631599,0.9905250591631599,TRUE,NA
48,fvfm_io,T50,50.799018234548974,61.34884716724632,-5.933032373045418,-5.933032373045419,0.9830740549760606,0.9830740549760606,TRUE,NA
49,fvfm_io,T50,44.588670046647756,53.34363807280132,-4.923635165605089,-4.92363516560509,0.9998473168904889,0.9998473168904889,TRUE,NA
50,fvfm_io,T50,46.97683472217237,57.57810748190991,-5.961963447963309,-5.96196344796331,0.9949469909772812,0.9949469909772812,TRUE,NA
51,fvfm_io,T50,45.057496837303106,55.41206978866108,-5.823223951912936,-5.8232239519129365,0.9966539355547048,0.9966539355547048,TRUE,NA
52,fvfm_io,T50,48.51546494352002,62.61522713378978,-7.929450426237742,-7.929450426237742,0.9466133522607948,0.9466133522607948,TRUE,NA
53,fvfm_io,T50,50.98359645936031,55.03405219926125,-2.2779028156502665,-2.277902815650267,0.9870658919535896,0.9870658919535896,TRUE,NA
54,fvfm_io,T50,53.62049594964184,64.93906283608196,-6.365356650058927,-6.365356650058928,0.6120674123183555,0.6120674123183556,TRUE,NA
55,fvfm_io,T50,NA,NA,NA,NA,0.04332170628675145,0.043321706286751506,FALSE,Poor fit (R² = 0.043)
56,fvfm_io,T50,NA,NA,NA,NA,0.030682783536632303,0.030682783536632337,FALSE,Poor fit (R² = 0.031)
57,fvfm_io,T50,44.02758179475571,52.290194438581544,-4.646743432001711,-4.646743432001712,0.9795322342611947,0.9795322342611947,TRUE,NA
58,fvfm_io,T50,46.369858398874726,57.95102433623435,-6.513037591633967,-6.513037591633968,0.9981640609943668,0.9981640609943668,TRUE,NA
59,fvfm_io,T50,44.39229678883029,55.88158949826328,-6.461369755218592,-6.461369755218593,0.9676991444306582,0.9676991444306582,TRUE,NA
60,fvfm_io,T50,49.13420660766619,58.99356149161054,-5.5447222961585245,-5.544722296158526,0.9996800694561303,0.9996800694561303,TRUE,NA
61,fvfm_io,T50,40.74856566635934,55.27446345026052,-8.16910135218652,-8.16910135218652,0.9193825188869913,0.9193825188869914,TRUE,NA
62,fvfm_io,T50,46.30269728735576,57.97232831482231,-6.562788753177645,-6.562788753177647,0.987819437020483,0.987819437020483,TRUE,NA
63,fvfm_io,T50,44.86115523112417,54.61162239720218,-5.483485819316162,-5.483485819316163,0.9966706068637287,0.9966706068637287,TRUE,NA
64,fvfm_io,T50,48.974535098057245,60.89108467837463,-6.701651267149716,-6.701651267149717,0.9623541120052455,0.9623541120052455,TRUE,NA
65,fvfm_io,T50,39.43512130039078,48.205494533726686,-4.932298774608549,-4.932298774608549,0.9891519785749712,0.9891519785749711,TRUE,NA
66,fvfm_io,T50,40.917046013882825,52.288890748303515,-6.395319145076755,-6.395319145076755,0.984173867684099,0.9841738676840989,TRUE,NA
67,fvfm_io,T50,38.09407485037097,51.60133383323111,-7.5962373729152,-7.596237372915202,0.9508602918175119,0.9508602918175117,TRUE,NA
68,fvfm_io,T50,44.67695710051161,53.688005133997194,-5.067649915349674,-5.0676499153496755,0.9996653677798871,0.9996653677798871,TRUE,NA
69,fvfm_io,T50,53.18690821405181,58.01984717840386,-2.717957183512549,-2.7179571835125493,0.5526410829078849,0.5526410829078849,TRUE,NA
70,fvfm_io,T50,48.84400500555994,63.10259301576847,-8.018771185596373,-8.018771185596373,0.9970292616706821,0.9970292616706821,TRUE,NA
71,fvfm_io,T50,53.128813252303296,63.96207493652886,-6.092429809830989,-6.09242980983099,0.6362791894032129,0.636279189403213,TRUE,NA
72,fvfm_io,T50,NA,NA,NA,NA,0.29839964213641584,0.29839964213641573,FALSE,z out of range (13.1)
73,fvfm_io,T50,45.22433793332212,51.313102630827444,-3.42421078982547,-3.4242107898254712,0.9930405174905247,0.9930405174905247,TRUE,NA
74,fvfm_io,T50,46.0170972216255,61.65941091897572,-8.796953405384006,-8.796953405384007,0.9837634281114171,0.983763428111417,TRUE,NA
75,fvfm_io,T50,44.714214612441175,57.05722026173763,-6.941482422619223,-6.941482422619225,0.9704287297412901,0.9704287297412901,TRUE,NA
76,fvfm_io,T50,49.232439314116675,61.0158920638311,-6.626800024560397,-6.626800024560398,0.9809766140925749,0.9809766140925749,TRUE,NA
77,fvfm_io,T50,48.60841746841776,56.44975489416973,-4.409825893078647,-4.409825893078647,0.991679624134106,0.9916796241341063,TRUE,NA
78,fvfm_io,T50,52.19244059334698,61.289400158432144,-5.115965001921212,-5.115965001921213,0.9030341213325088,0.9030341213325088,TRUE,NA
79,fvfm_io,T50,50.59787898559723,60.1887682837775,-5.393742121830748,-5.3937421218307495,0.9653735512869773,0.9653735512869773,TRUE,NA
80,fvfm_io,T50,57.019151727787516,84.80509205511615,-15.62630868512096,-15.626308685120964,0.5262314461350527,0.5262314461350529,TRUE,NA
1,fvfm_io,T10,32.176566989735,37.483287636269196,-2.9844034051598514,-2.984403405159852,0.8615402318895934,0.8615402318895932,TRUE,NA
2,fvfm_io,T10,33.431463033362384,42.093401194386956,-4.871316857413408,-4.87131685741341,0.7920440634576419,0.7920440634576418,TRUE,NA
